59.32931,774.8057105,-315.6973955,-2612.078423,-2604.177533,-551.5453835,-788.736429,-830.8384275,-311.219695,-639.015053,-538.5416915,-1798.916648,-725.445573,-1108.804131
25.234552,691.931333,-363.737306,-2548.112573,-2646.754812,-373.030224,-773.5514995,-815.764758,-261.841378,-633.5934585,-588.5392785,-1593.878027,-714.6170845,-1155.798172
83.398118,759.939057,-417.095449,-2695.809459,-2530.372612,-436.561586,-820.4152365,-739.4704045,-327.5212805,-631.695488,-555.6936045,-1640.213122,-700.1340975,-1144.307064
38.6488315,741.7920215,-273.5673415,-2665.310088,-2741.291624,-457.1328375,-692.6502655,-771.6244235,-293.8993155,-623.7292715,-533.8441745,-1688.057925,-743.8004635,-1176.328348
-75.827457,814.4387545,-235.273943,-2501.836687,-2783.235979,-519.5824015,-767.450275,-850.8790285,-333.772617,-676.016117,-552.7138935,-1564.012837,-684.9185655,-1117.362344
-80.5177755,745.744759,-346.4818765,-2481.455361,-2750.018353,-393.0566945,-766.627013,-839.345999,-343.2297385,-625.990439,-512.978137,-1824.923556,-776.912931,-1136.407165
13.7036285,803.3683625,-187.692346,-2555.65339,-2694.057305,-415.6865775,-755.7659115,-806.0640425,-289.774356,-633.3111155,-553.7346565,-1493.982188,-692.2553325,-1075.72064
-10.5471055,844.655384,-381.948413,-2485.950686,-2764.961281,-528.4477615,-722.1870585,-857.1179225,-333.862399,-651.3162945,-581.692583,-1780.712199,-739.209272,-1171.626688
1.525609,746.3060625,-314.33405,-2520.509871,-2801.609849,-457.3735805,-719.7393445,-790.827626,-326.664136,-638.612977,-495.3324535,-1899.051302,-645.4898475,-1214.31612
58.9090035,786.3295035,-361.497468,-2544.85206,-2841.472747,-359.029901,-754.3121325,-832.3185885,-287.8161025,-561.210468,-498.4689025,-1743.32626,-600.3717085,-1035.124209
-20.974264,678.319914,-321.273801,-2551.368725,-2680.512878,-510.417879,-840.3373885,-861.6506945,-272.1336855,-602.615119,-550.41633,-1679.823825,-536.0815845,-1099.340991
-72.9154035,706.280504,-341.5214795,-2508.008892,-2718.650612,-449.729694,-783.6723705,-844.283878,-298.859553,-577.51373,-579.3125705,-1863.683079,-641.177935,-1234.381502
-22.8622215,696.427511,-437.6183565,-2539.214107,-2636.911391,-515.607727,-809.627434,-824.247891,-307.577318,-655.8179295,-462.760425,-1919.028423,-667.2369555,-1120.790859
14.446509,660.6962535,-431.3374595,-2561.273868,-2696.764469,-473.3436,-832.670571,-811.852126,-320.1342475,-596.2875735,-458.4820535,-1839.890433,-594.487762,-1198.008127
31.6202205,768.3169165,-188.2914965,-2485.63646,-2780.822882,-450.939656,-775.321395,-866.843302,-318.353017,-627.2765225,-471.0406145,-1777.435647,-715.5919895,-1120.715589
30.0526785,702.6848075,-263.698046,-2551.928842,-2819.445285,-484.2228525,-736.2806575,-844.5322945,-314.80328,-675.151023,-528.195117,-1697.238938,-627.4857105,-979.3544385
44.2302315,665.2708595,-292.4128275,-2481.20762,-2776.217735,-490.2873755,-759.6947095,-795.671386,-374.803439,-569.958004,-362.924587,-1679.97494,-629.479796,-1044.278988
17.9050315,651.7101285,-325.657115,-2413.738112,-2827.023869,-628.707157,-777.758904,-843.5330035,-358.3982205,-532.9732225,-438.280196,-1902.524887,-677.648869,-983.9049395
54.169625,697.8316465,-298.183395,-2518.777823,-2777.15809,-566.3986905,-809.051183,-847.0908475,-340.6859395,-578.2818445,-567.6489685,-1657.756316,-706.085092,-1029.144677
-10.1700185,749.7693485,-372.80008,-2560.280469,-2801.255413,-654.8727185,-805.4332545,-810.145003,-302.9703595,-629.2505525,-518.988972,-1613.704105,-704.77223,-967.2826085
-47.4252025,692.163766,-131.433229,-2369.863674,-2821.828815,-692.5605575,-702.199966,-815.154278,-323.88041,-572.0706885,-444.7366435,-1721.695826,-614.672291,-898.6614355
-14.7553345,742.17156,-212.70857,-2582.730057,-2727.154937,-599.035609,-750.2771385,-835.9450615,-299.905422,-564.5878955,-565.422294,-1789.686458,-680.8289775,-874.6523735
-23.4357735,700.5154485,-319.0434315,-2491.169474,-2692.145579,-732.332587,-767.6335945,-871.3009545,-360.79713,-604.404255,-576.62405,-1712.213172,-657.2791495,-1014.055036
-145.220675,715.3455875,-310.340514,-2380.563537,-2823.930923,-692.4471195,-726.2439325,-866.5403625,-303.1897555,-574.506419,-502.8051935,-1759.174086,-610.800958,-1088.361658
-64.8796125,698.331196,-474.86844,-2489.081488,-2768.140323,-656.6839085,-770.888053,-814.699558,-320.8519835,-593.7785965,-466.991004,-1784.35864,-659.0919855,-913.711835
-119.9511865,754.633318,-277.564967,-2334.147831,-2826.981276,-637.2850715,-814.101652,-865.299886,-302.596667,-557.4924455,-494.0266205,-1834.733311,-661.0236035,-1048.90671
-26.8876825,691.257089,-330.6529535,-2408.454185,-2717.478936,-760.619912,-756.367394,-833.8413995,-333.1769825,-624.69855,-484.895364,-1957.342241,-684.7140815,-883.116878
-34.9121945,637.116628,-419.260921,-2528.05375,-2655.791739,-729.0179755,-707.899124,-821.600763,-331.2696145,-603.0182685,-464.9424225,-1804.3502,-650.746615,-858.134868
-9.9957545,657.547854,-365.794394,-2519.784633,-2738.173331,-697.656852,-751.0769555,-797.4809025,-324.8672105,-622.257253,-453.079396,-1748.859692,-660.6559395,-753.852333
-88.6581305,833.7552825,-321.674448,-2451.2905,-2877.198354,-734.875487,-725.074845,-839.2543395,-304.1406625,-600.1193285,-493.763213,-1765.463106,-600.6625555,-896.2489465
-88.7056225,839.0583085,-247.950096,-2415.708901,-2727.221479,-679.0150045,-766.3902615,-842.1185785,-311.519316,-577.884528,-479.1476075,-1740.625616,-702.3296665,-885.062388
17.161534,698.8832425,-379.5043205,-2418.423148,-2765.879133,-794.0207995,-749.3439525,-813.030539,-316.163174,-573.461516,-489.7434605,-1823.512314,-738.054107,-832.3138965
-29.946971,784.571563,-133.4592565,-2338.034081,-2737.654441,-632.0880665,-727.624177,-822.263886,-386.3004225,-566.6828925,-500.9436435,-1712.215517,-708.0372025,-874.4712165
-46.781908,737.190894,-241.338391,-2385.55509,-2642.780274,-673.1480035,-720.7009775,-801.9377455,-305.857533,-592.7914045,-467.0600545,-1941.850819,-623.658949,-910.5948715
-67.2017695,725.362861,-301.436122,-2595.35554,-2724.440957,-467.5103735,-713.1620135,-868.2551675,-393.656847,-587.709485,-521.308348,-1811.236085,-703.6639845,-984.0941455
-18.596583,773.2925985,-250.033867,-2609.94967,-2589.029492,-697.6035785,-697.231824,-761.806933,-344.507653,-607.4428945,-469.951147,-1593.934955,-652.7037725,-853.006005
-38.427213,740.6229845,-282.3183235,-2557.918819,-2727.681976,-769.5456515,-785.183038,-862.148643,-304.9233615,-586.198223,-482.3543095,-1874.888611,-660.013685,-891.683202
-137.301581,690.4332815,-223.3317075,-2267.307991,-2640.005044,-658.3197825,-715.2677025,-867.9030555,-364.367791,-600.528215,-442.831559,-1980.655596,-643.2760435,-873.544117
19.188772,742.6711685,-302.1894055,-2392.671367,-2618.377945,-581.583167,-869.362492,-814.726048,-335.71484,-615.5220705,-435.641618,-1963.802342,-638.1947355,-966.929804
-38.922885,799.0627475,-353.965217,-2477.990562,-2683.722904,-585.7931665,-763.6741875,-820.453964,-374.985664,-615.8328705,-502.1681115,-1630.375934,-570.6037145,-806.400562
-60.783602,802.0882965,-327.1077535,-2388.795589,-2737.387798,-662.2694385,-746.111981,-828.554296,-321.786275,-628.5184585,-497.784138,-1839.421129,-634.132482,-1072.639464
-149.272074,743.010755,-379.4241075,-2410.061639,-2594.570382,-644.1262685,-782.873145,-811.633025,-331.874142,-653.3305825,-553.2784895,-1951.062495,-639.788195,-1178.613319
-57.255372,699.3670815,-222.891848,-2283.665357,-2775.993646,-620.0114565,-786.1788585,-777.405966,-366.691768,-671.257715,-512.5447665,-1994.04356,-643.2598,-858.731863
-108.702931,775.1048615,-309.2300735,-2335.008195,-2767.559384,-739.6023315,-758.871311,-839.524933,-332.703109,-623.149176,-399.825487,-1896.39769,-700.1974065,-1006.313349
34.79321,759.3503575,-392.184628,-2575.793695,-2585.909207,-502.015123,-801.0925145,-828.3278795,-343.6133955,-596.4058225,-518.385896,-2017.390677,-681.4477745,-953.2846575
-17.1510205,820.958594,-465.7847225,-2400.474533,-2844.396184,-616.752998,-697.9522905,-821.8292945,-324.5298055,-688.942423,-536.6691245,-1807.126891,-692.3779675,-1012.466147
36.208319,695.67124,-252.1155235,-2474.980236,-2756.831723,-658.074367,-633.681744,-847.626189,-359.5314605,-616.4568045,-529.34123,-1922.364735,-672.7605935,-978.9427165
-48.1167275,638.451449,-255.896734,-2442.603572,-2676.914855,-701.251396,-746.2834475,-900.5977985,-370.778771,-586.0973105,-485.1430035,-1883.848249,-755.3534325,-957.4003285
-34.561034,685.284128,-207.051405,-2338.902359,-2876.754733,-689.5964425,-715.5053785,-869.67312,-351.3629735,-549.757157,-475.2135355,-1872.222289,-681.3165785,-795.714149
28.10585,811.729769,-263.549048,-2323.104915,-2672.634578,-669.7517205,-810.7122385,-760.828514,-350.383858,-663.2191175,-490.343432,-1988.026013,-657.670609,-867.091185
-94.093819,680.184434,-366.961493,-2459.588893,-2672.752926,-548.228484,-780.0249685,-855.697849,-358.207109,-631.187001,-455.472681,-2030.765661,-850.0649875,-1031.990722
-80.422258,793.2491345,-180.300308,-2499.004125,-2630.778573,-640.204234,-753.994775,-863.636489,-336.370271,-627.322814,-431.6629065,-1818.666351,-832.479458,-1070.016564
-115.9768295,784.6169305,-296.254539,-2444.653499,-2623.662362,-531.914188,-735.844207,-835.499,-360.4314685,-640.8265365,-525.3480785,-1810.098355,-783.2565895,-1011.387904
-78.9550465,664.426637,-413.876211,-2244.738966,-2549.899395,-603.2933835,-733.6525315,-823.9281825,-334.7390975,-549.1422665,-543.1937375,-1907.486738,-832.407221,-829.33509
-64.5862705,726.3286005,-381.8467305,-2416.870573,-2519.115425,-555.7945805,-834.9537575,-820.4705755,-363.4869195,-660.143134,-511.146249,-1931.427398,-795.6214275,-799.610143
-117.6609585,702.863631,-358.2780285,-2406.513761,-2573.695113,-520.4032805,-739.276179,-832.2366705,-375.501403,-669.1052865,-505.534098,-1734.180945,-790.779624,-996.8051585
-60.692095,812.6966515,-236.6506275,-2394.465473,-2544.935258,-615.511179,-782.6351795,-831.8530425,-322.1474225,-701.788055,-567.0980355,-1710.021226,-898.625296,-1144.170388
16.848215,702.915854,-326.241312,-2349.674457,-2671.660633,-566.108228,-677.008896,-862.0577165,-286.4578895,-642.6048865,-524.780631,-1927.951998,-884.4475595,-1080.28991
-14.1095845,800.8691435,-306.7499655,-2517.961377,-2550.53434,-585.5597335,-797.550376,-856.0189005,-293.970964,-608.0524185,-533.1124245,-1765.240403,-779.5986095,-963.885976
-39.0609415,765.567215,-379.879808,-2448.742782,-2505.416197,-688.3566755,-737.226409,-786.581503,-343.748288,-677.095,-552.683696,-1655.59619,-863.2564025,-1160.605604
-65.7595645,656.0505195,-254.3956065,-2403.511634,-2678.76831,-604.8409035,-688.3225685,-829.6520335,-313.525657,-712.19188,-525.789658,-1643.177009,-843.7951,-1104.830332
-23.4425405,827.3702895,-302.400919,-2460.827596,-2723.566365,-669.8625695,-708.0628285,-841.5665515,-342.1812775,-692.139771,-538.381986,-1547.994356,-848.2698875,-924.54207
-13.616278,665.165428,-508.750676,-2496.671176,-2530.128833,-621.077396,-715.441409,-796.3907895,-324.277047,-607.113047,-544.249828,-1849.798705,-823.994137,-1064.578152
-44.635143,808.1410065,-446.0580775,-2424.55749,-2626.607694,-552.7350755,-715.4626085,-838.8110595,-320.273012,-716.270209,-489.729801,-1600.973478,-859.8366465,-1019.776042
-104.3181895,649.019894,-353.789798,-2306.970048,-2435.531854,-540.533142,-722.7583775,-737.671272,-366.2158855,-640.217212,-543.737973,-1816.939035,-788.3052075,-1149.69852
