   100	1.000
   200	1.000
   300	1.000
   400	1.000
   500	1.000
   600	1.000
   700	1.000
   800	1.000
   900	1.000
  1000	1.000
  1100	1.000
  1200	1.000
  1300	1.000
  1400	1.000
  1500	1.000
  1600	1.000
  1700	1.000
  1800	1.000
  1900	1.000
  2000	1.000
  2100	1.000
  2200	1.000
  2300	1.000
  2400	1.000
  2500	1.000
  2600	1.000
  2700	1.000
  2800	1.000
  2900	1.000
  3000	1.000
  3100	1.000
  3200	1.000
  3300	1.000
  3400	1.000
  3500	1.000
  3600	1.000
  3700	1.000
  3800	1.000
  3900	1.000
  4000	1.000
  4100	1.000
  4200	1.000
  4300	1.000
  4400	1.000
  4500	1.000
  4600	1.000
  4700	1.000
  4800	1.000
  4900	1.000
  5000	1.000
  5100	1.000
  5200	1.000
  5300	1.000
  5400	1.000
  5500	1.000
  5600	1.000
  5700	1.000
  5800	1.000
  5900	1.000
  6000	1.000
  6100	1.000
  6200	1.000
  6300	1.000
  6400	1.000
  6500	1.000
  6600	1.000
  6700	1.000
  6800	1.000
  6900	1.000
  7000	1.000
  7100	1.000
  7200	1.000
  7300	1.000
  7400	1.000
  7500	1.000
  7600	1.000
  7700	1.000
  7800	1.000
  7900	1.000
  8000	1.000
  8100	1.000
  8200	1.000
  8300	1.000
  8400	1.000
  8500	1.000
  8600	1.000
  8700	1.000
  8800	1.000
  8900	1.000
  9000	1.000
  9100	1.000
  9200	1.000
  9300	1.000
  9400	1.000
  9500	1.000
  9600	1.000
  9700	1.000
  9800	1.000
  9900	1.000
 10000	1.000
 10100	1.000
 10200	1.000
 10300	1.000
 10400	1.000
 10500	1.000
 10600	1.000
 10700	1.000
 10800	1.000
 10900	1.000
 11000	1.000
 11100	1.000
 11200	1.000
 11300	1.000
 11400	1.000
 11500	1.000
 11600	1.000
 11700	1.000
 11800	1.000
 11900	1.000
 12000	1.000
 12100	1.000
 12200	1.000
 12300	1.000
 12400	1.000
 12500	1.000
 12600	1.000
 12700	1.000
 12800	1.000
 12900	1.000
 13000	1.000
 13100	1.000
 13200	1.000
 13300	1.000
 13400	1.000
 13500	1.000
 13600	1.000
 13700	1.000
 13800	1.000
 13900	1.000
 14000	1.000
 14100	1.000
 14200	1.000
 14300	1.000
 14400	1.000
 14500	1.000
 14600	1.000
 14700	1.000
 14800	1.000
 14900	1.000
 15000	1.000
 15100	1.000
 15200	1.000
 15300	1.000
 15400	1.000
 15500	1.000
 15600	1.000
 15700	1.000
 15800	1.000
 15900	1.000
 16000	1.000
 16100	1.000
 16200	1.000
 16300	1.000
 16400	1.000
 16500	1.000
 16600	1.000
 16700	1.000
 16800	1.000
 16900	1.000
 17000	1.000
 17100	1.000
 17200	1.000
 17300	1.000
 17400	1.000
 17500	1.000
 17600	1.000
 17700	1.000
 17800	1.000
 17900	1.000
 18000	1.000
 18100	1.000
 18200	1.000
 18300	1.000
 18400	1.000
 18500	1.000
 18600	1.000
 18700	1.000
 18800	1.000
 18900	1.000
 19000	1.000
 19100	1.000
 19200	1.000
 19300	1.000
 19400	1.000
 19500	1.000
 19600	1.000
 19700	1.000
 19800	1.000
 19900	1.000
 20000	1.000
 20100	1.000
 20200	1.000
 20300	1.000
 20400	1.000
 20500	1.000
 20600	1.000
 20700	1.000
 20800	1.000
 20900	1.000
 21000	1.000
 21100	1.000
 21200	1.000
 21300	1.000
 21400	1.000
 21500	1.000
 21600	1.000
 21700	1.000
 21800	1.000
 21900	1.000
 22000	1.000
 22100	1.000
 22200	1.000
 22300	1.000
 22400	1.000
 22500	1.000
 22600	1.000
 22700	1.000
 22800	1.000
 22900	1.000
 23000	1.000
 23100	1.000
 23200	1.000
 23300	1.000
 23400	1.000
 23500	1.000
 23600	1.000
 23700	1.000
 23800	1.000
 23900	1.000
 24000	1.000
 24100	1.000
 24200	1.000
 24300	1.000
 24400	1.000
 24500	1.000
 24600	1.000
 24700	1.000
 24800	1.000
 24900	1.000
 25000	1.000
 25100	1.000
 25200	1.000
 25300	1.000
 25400	1.000
 25500	1.000
 25600	1.000
 25700	1.000
 25800	1.000
 25900	1.000
 26000	1.000
 26100	1.000
 26200	1.000
 26300	1.000
 26400	1.000
 26500	1.000
 26600	1.000
 26700	1.000
 26800	1.000
 26900	1.000
 27000	1.000
 27100	1.000
 27200	1.000
 27300	1.000
 27400	1.000
 27500	1.000
 27600	1.000
 27700	1.000
 27800	1.000
 27900	1.000
 28000	1.000
 28100	1.000
 28200	1.000
 28300	1.000
 28400	1.000
 28500	1.000
 28600	1.000
 28700	1.000
 28800	1.000
 28900	1.000
 29000	1.000
 29100	1.000
 29200	1.000
 29300	1.000
 29400	1.000
 29500	1.000
 29600	1.000
