5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
5 7 3 1 11 9 17 2 13 6 22 19 23 12 10 27 20 8 16 35 31 18 40 4 28 14 21 26 15 34 25 33 30 29 36 24 38 32 37 39
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 5 3 11 1 9 2 17 6 13 22 19 10 23 12 27 20 16 8 35 31 28 18 40 4 14 26 21 25 15 34 36 33 30 29 24 39 38 32 37
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
7 3 5 1 11 9 2 6 17 13 19 10 23 22 27 20 12 8 35 31 16 18 28 4 14 26 40 25 15 21 34 36 30 29 24 33 38 32 37 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
11 7 3 5 1 2 9 6 13 17 23 19 10 27 22 12 20 16 8 35 31 18 4 28 25 14 26 40 15 21 30 34 36 33 29 24 38 37 32 39
