
#Surface 0 of 1 surfaces

# Contour 0, label:       60
-2.70031  8.6726  60 
 0  17.5573  60 
 1.42113  8.27925  60 
 4.99313  1.08154  60 
 2.70031 -8.6726  60 
 0 -17.5573  60 
-1.42113 -8.27925  60 
-4.99313 -1.08154  60 
-2.70031  8.6726  60 

-1.14437  120.163  60 
 0  120.945  60 
 8.29223  123.296  60 
 10.5555  120.978  60 
 8.29223  110.878  60 
 0  118.895  60 
-1.14437  120.163  60 

-10.5555 -120.978  60 
-8.29223 -110.878  60 
 0 -118.895  60 
 1.14437 -120.163  60 
 0 -120.945  60 
-8.29223 -123.296  60 
-10.5555 -120.978  60 


# Contour 1, label:       55
 99.5886 -120.939  55 
 99.8135 -118.879  55 
 104.094 -108.805  55 
 109.648 -104.874  55 
 119.76 -105.711  55 
 125.817 -102.092  55 
 128.484 -99.2286  55 
 132.903 -102.067  55 
 140.62 -105.829  55 
 141.79 -108.731  55 
 140.746 -121.272  55 
 142.218 -129.52  55 
 140.62 -135.388  55 
 128.484 -138.247  55 
 119.76 -133.518  55 
 109.648 -138.318  55 
 99.8135 -132.369  55 
 91.8941 -128.731  55 
 99.5886 -120.939  55 

 94.641  132.657  55 
 99.8135  135.846  55 
 109.648  133.259  55 
 119.76  132.814  55 
 124.899  140.495  55 
 128.484  145.779  55 
 135.106  140.331  55 
 139.502  133.806  55 
 140.62  132.141  55 
 143.476  121.011  55 
 141.746  111.359  55 
 140.62  108.858  55 
 135.171  101.452  55 
 128.484  94.1423  55 
 119.893  100.543  55 
 119.76  100.734  55 
 109.648  108.184  55 
 99.8443  101.517  55 
 99.8135  101.511  55 
 99.7981  101.521  55 
 95.3488  111.847  55 
 94.3669  122.879  55 
 94.641  132.657  55 

 89.0342  2.07308  55 
 90.8258  9.31191  55 
 96.2774  12.1648  55 
 99.8135  13.8386  55 
 104.37  20.7548  55 
 109.648  22.3475  55 
 117.233  22.8363  55 
 119.76  22.4318  55 
 122.874  23.8828  55 
 128.484  26.0594  55 
 130.57  23.7694  55 
 140.62  11.0477  55 
 142.098  8.9005  55 
 143.882  0.379023  55 
 140.62 -10.3243  55 
 140.251 -11.5349  55 
 133.66 -18.2808  55 
 128.484 -23.628  55 
 119.76 -21.2395  55 
 112.29 -17.8076  55 
 109.648 -14.8544  55 
 99.9859 -17.8594  55 
 99.8135 -17.8892  55 
 99.7378 -17.8668  55 
 92.0377 -10.6472  55 
 90.8258 -6.02031  55 
 89.0342  2.07308  55 

-25.3635 -109.886  55 
-20.0199 -100.434  55 
-18.018 -99.507  55 
-16.1309 -91.5177  55 
